技能ID;技能名称;技能描述;消耗;何时触发;触发辅助;对敌我方;目标类型;选择规则;选择范围;效果类型;效果值;附带技能;回合最大使用次数;单场最大使用次数;是否有有益的;是否处于调试中
24074;天龙;无法装填，【反击】，当自身在场时，主神无法失去或获得生命值。;0;64;0;1;10;0;24074;25;51;28363;-1;-1;1;0
24076;月之诅咒;当敌方使用神迹卡时，敌方所有单位失去3点生命值（每回合至多发动1次）;0;50;0;0;7;0;0;1;-3;0;1;-1;0;0
24077;托塔天王;攻击命中敌人时，敌人封刃，持续1回合。;0;11;0;0;20;0;0;25;8;0;-1;-1;1;0
24078;万宝;填弹幕卡时，己方处于迷雾的单位＋4护盾;0;24;0;1;3;0;0;5;4;0;-1;-1;1;0
24079;万宝;填弹幕卡时，己方不处于迷雾的单位永久+1攻击力;0;24;0;1;2;0;0;3;1;0;-1;-1;1;0
24080;金仙;装填弹幕卡时，全体敌方失去4生命值;0;24;0;0;7;0;0;1;-4;0;-1;-1;1;0
24098;至黑魔龙;反击;0;20;0;0;11;0;0;72;1;0;-1;-1;0;0
24099;咒缚之指环;己方回合开始时，己方另一体附属神永久－2攻击力，失去5点生命值。自身获得【圣盾】，永久＋2攻击力，获得5点生命值。;0;6;0;1;6;0;0;1;5;0;0;0;0;0
24100;救苦度亡;装填弹幕卡时，【净化】自身。;0;24;0;1;6;0;0;103;1;0;-1;-1;1;0
24101;救苦度亡;己方主神生命值低于20时，获得弹幕卡【地泽尊临】（行动点消耗：1／攻击力：23／装填时间：0／攻击范围：十字／常规伤害弹幕）（单局游戏至多发动 1 次）。;0;30;20;1;5;0;0;21;43015;0;1;1;0;0
24376;托塔天王;装填弹幕卡时，替换为装填［宝塔］（攻击力：5／装填时间：0／攻击范围：十字／常规伤害弹幕）。攻击命中敌人时，敌人封刃，持续1回合。;0;24;0;1;6;0;0;59;49801;24077;-1;-1;1;0
24377;托塔天王;装填弹幕卡时，替换为装填［宝塔］（攻击力：10／装填时间：0／攻击范围：十字／常规伤害弹幕）。自身离场时，敌方全体【封刃】，持续1回合。;0;24;0;1;6;0;0;59;49806;27710;-1;-1;1;0
24379;万宝;装填弹幕卡时，自身获得圣盾，己方处于迷雾的单位＋4护盾（不限制发动次数），己方不处于迷雾的单位永久+1攻击力（不限制发动次数）。;0;24;0;1;6;0;0;25;3;24078,24079;1;-1;1;0
24382;金仙;己方回合开始时，己方所有单位装填时间－1，抽1张弹幕卡。装填弹幕卡时，全体敌方失去4生命值。;0;6;0;1;7;0;0;13;-1;27703,24080;-1;-1;1;0
24383;金仙;装填弹幕卡时，己方所有单位装填时间－1，己方回合开始时，抽1张弹幕卡。;0;24;0;1;7;0;0;13;-1;27703;-1;-1;1;0
24400;反击;反击;0;20;0;0;11;0;0;72;1;0;-1;-1;0;0
24401;坚壁;【坚壁】;0;6;0;1;10;0;0;19;1;0;1;1000;1;0
24403;装甲;己方回合开始时，自身＋2护盾;0;6;0;1;6;0;0;5;2;0;-1;-1;1;0
24404;暗影变易;回合开始时，覆盖己方1格迷雾。;0;6;0;1;22;2;0;7;1;0;-1;-1;1;0
24405;窍;无法装填，敌方回合开始时，获得1张神迹卡【窍】（单局游戏至多发动1次）。自身离场时，召唤1体【三之窍】;0;21;0;1;1;2;0;6;24070;0;1;1;1;0
24406;窍;敌方回合开始时，获得2张神迹卡【窍】（单局游戏至多发动1次）。自身离场时，召唤1体【七之窍】。;0;21;0;1;1;2;0;6;24071;0;1;1;1;0
24407;窍;敌方回合开始时，获得3张神迹卡【窍】（单局游戏至多发动1次）。自身离场时，召唤1体【浑沌】。;0;21;0;1;1;2;0;6;24072;0;1;1;1;0
24408;毒潭;攻击命中敌方单位时，自身－10攻击力，持续1回合（每回合最多发动1次）;0;11;0;1;6;0;0;25;64;0;1;-1;0;0
24409;毒潭;使用神迹卡时，己方所有单位【治疗】2，持续3回合（每回合最多发动1次）;0;29;0;1;7;0;0;25;65;0;1;-1;0;0
24410;水;命中敌方单位时，己方主神获得圣盾，自身＋1~2攻击力（持续1回合）（每回合至多发动1次）。;0;11;0;1;6;0;0;74;17,18;0;1;-1;0;0
24411;水;己方主神生命值低于18时，自身永久+7攻击力（每局至多发动1次）。;0;30;18;1;6;0;0;3;7;0;1;1;0;0
24414;天理崩塌;敌方使用弹幕卡时，己方随机覆盖2格迷雾（每回合至多发动2次）。;0;52;0;1;22;2;0;7;1;0;2;-1;0;0
24415;天理崩塌;敌方使用弹幕卡时，己方随机覆盖2格迷雾（每回合至多发动2次）。;0;52;0;1;22;2;0;7;1;0;2;-1;0;0
24416;天理崩塌;游戏开始时，获得一张神迹卡【定石】（每局至多发动1次）。;0;15;0;1;5;0;0;21;38027;0;1;1;0;0
24417;天理崩塌;己方主神生命值低于20时，获得一张神迹卡【洪流】（每局至多发动1次）。;0;30;20;1;5;0;0;21;38028;0;1;1;0;0
24418;寒冰女王;自身失去生命值时，获得一张【冰封】（每回合至多发动1次）;0;22;0;1;5;0;0;21;39985;0;1;-1;1;0
24419;寒冰女王;自身离场时，敌方所有单位【封刃】（不可被净化），持续1回合;0;21;0;0;7;0;0;25;82;0;-1;-1;0;0
24421;寒冰女王;敌方回合开始时，敌方所有被封足单位降低2点攻击力，持续1回合。;0;31;0;0;41;0;0;25;75;0;-1;-1;1;0
24903;反击;反击;0;20;0;0;11;0;0;72;1;0;-1;-1;0;0
25000;凶颚;己方回合开始时，双方所有单位失去5点生命值。;0;6;0;2;7;0;0;1;-5;0;-1;-1;1;0
25001;凶颚;己方回合开始时，双方所有单位失去5点生命值。;0;6;0;2;7;0;0;1;-5;0;-1;-1;1;0
25002;幸运的月兔;自身每回合首次【突击】。;0;3;0;1;5;0;0;75;1;0;1;999;0;0
25003;豪运的月兔;自身每回合首次【突击】。;0;3;0;1;5;0;0;75;1;0;1;999;0;0
25004;调解者;每获得一张卡时，己方所有单位获得3点生命值。;0;27;0;1;7;0;0;1;3;0;-1;-1;1;0
25005;国津神;【坚壁】;0;6;0;1;10;0;0;19;1;0;1;1000;1;0
25006;嫦娥量产型甲;【反击】，己方回合开始时，召唤1体［嫦娥量产型］，离场时，敌方所有单位失去5点生命值。;0;6;0;1;1;2;0;6;25008;25307,25222;-1;1000;1;0
25007;嫦娥量产型乙;【反击】，己方回合开始时，召唤1体［嫦娥量产型］，离场时，敌方所有单位失去5点生命值。;0;6;0;1;1;2;0;6;25008;25307,25222;-1;1000;1;0
25008;量产型;离场时，敌方所有单位失去10点生命值。;0;21;0;0;7;0;0;1;-10;0;-1;-1;1;0
25009;大国主;失去生命值时，己方所有单位永久＋1攻击力。;0;22;0;1;7;0;0;3;1;0;-1;-1;1;0
25010;嫦娥原型机;【反击】，己方回合开始时，召唤1体［嫦娥量产型］，离场时，敌方所有单位失去5点生命值。;0;8;0;1;1;2;0;6;25008;25307,25222;-1;1000;1;0
25011;狂躁之犬;己方回合开始时，双方所有单位失去5点生命值。;0;6;0;1;7;0;0;1;-5;0;-1;-1;1;0
25012;狩猎之犬;己方回合开始时，双方所有单位失去5点生命值。;0;6;0;1;7;0;0;1;-5;0;-1;-1;1;0
25013;幸运的月兔;自身每回合首次【突击】。;0;3;0;1;5;0;0;75;1;0;1;999;0;0
25014;豪运的月兔;自身每回合首次【突击】。;0;3;0;1;5;0;0;75;1;0;1;999;0;0
25015;事代主;每获得一张卡时，己方所有单位获得3点生命值。;0;27;0;1;7;0;0;1;3;0;-1;-1;1;0
25016;国津神;【坚壁】;0;6;0;1;10;0;0;19;1;0;1;1000;1;0
25017;嫦娥量产型丙;【反击】，己方回合开始时，召唤1体［嫦娥量产型］，离场时，敌方所有单位失去10点生命值。;0;6;0;1;1;2;0;6;25008;25307,25223;-1;1000;1;0
25018;嫦娥量产型丁;【反击】，己方回合开始时，召唤1体［嫦娥量产型］，离场时，敌方所有单位失去10点生命值。;0;6;0;1;1;2;0;6;25008;25307,25223;-1;1000;1;0
25019;量产型;离场时，敌方所有单位失去5点生命值。;0;21;0;0;7;0;0;1;-5;0;-1;-1;1;0
25020;大国主;失去生命值时，己方所有单位永久＋1攻击力。;0;22;0;1;7;0;0;3;2;0;-1;-1;1;0
25021;嫦娥原型机;【反击】，己方回合开始时，召唤1体［嫦娥量产型］，离场时，敌方所有单位失去10点生命值。;0;8;0;1;1;2;0;6;25008;25307,25223;-1;1000;1;0
25022;阴;己方回合开始时，己方全体获得【圣盾】。攻击时，自身永久+1攻击力。;0;6;0;1;7;0;0;25;3;25122;-1;-1;1;0
25023;阳;己方回合开始时，己方全体永久+1攻击力，+5护盾。;0;6;0;1;7;0;0;3;1;25123;-1;-1;1;0
25024;原初;【坚壁】，【反击】。失去生命值时，敌方随机单位【封刃】（持续1回合）。若主神生命值低于30时，己方全体+5攻击力。;0;6;0;1;10;0;0;19;1;24400,25124,25125;-1;-1;1;0
25025;阳;己方回合开始时，己方全体永久+1攻击力，+5护盾。若主神生命值低于15时，覆盖己方全场迷雾。;0;6;0;1;7;0;0;3;1;25123,25126;-1;-1;1;0
25026;土魔像甲;自身失去生命值时，己方全体获得【圣盾】，+3护盾。攻击时，自身+1攻击力。自身离场时，己方主神提升15点生命值上限，并获得15点生命值。召唤1体［土魔像甲（重生）］（攻击力：3／生命值：38，技能与土魔像甲相同）。;0;21;0;1;10;0;0;2;15;25127,25128,25129,25130,25131;-1;-1;1;0
25027;土魔像乙;己方回合开始时，双方全体单位失去5点生命值，降低5点生命值上限。自身离场时，己方主神提升15点生命值上限，并获得15点生命值，召唤1体［土魔像乙（重生）］（攻击力：1／生命值：38，技能与土魔像乙相同）。;0;21;0;1;10;0;0;2;15;25130,25132,25133,25134;-1;-1;1;0
25028;多闻天;敌方使用弹幕卡时，敌方随机一个单位【封足】（持续1回合）。攻击时，己方另一附属神+2攻击力，持续1回合（每回合至多发动1次）。命中敌方单位时，被命中单位额外再受到一次攻击伤害。;0;11;0;0;20;0;0;111;29982;25135,25137;-1;-1;1;0
25029;广目天;敌方使用神迹卡时，敌方随机一个单位【封刃】（持续1回合）。攻击时，敌方所有单位【清除】，己方另一附属神+2攻击力，持续1回合（每回合至多发动1次），敌方随机两个单位失去3点生命值。命中敌方单位时，解除十字区域迷雾。;0;11;0;0;20;0;0;34;1;25138,25136,25137;-1;-1;1;0
25030;量产型;敌方回合开始时，己方所有神明恢复3点生命值，提高1点生命值上限。;0;31;0;1;10;0;0;2;1;25141,25142,25143;-1;-1;1;0
25031;原初;【反击】。失去生命值时，自身获得【圣盾】。攻击时，己方所有单位+1攻击力，敌方随机解除1格迷雾。任意单位场时，己方所有神明获得8点生命值。;0;3;0;1;7;0;0;3;1;24903,11122,25145,25146,25147;-1;-1;1;0
25032;靖;【反击】。失去生命值时，自身获得【圣盾】。另一附属神获得等同于自身攻击力一半的攻击力（每回合至多发动1次）。任意附属神离场时，敌方主神失去25点生命值。;0;22;0;1;9;0;29986;117;50;24903,11122,25148;1;-1;1;0
25038;破碎子安贝;自身受到攻击时，敌方所有单位失去8点生命值。;0;20;0;0;7;0;0;1;-8;0;-1;-1;1;0
25099;咒缚之指环;己方回合开始时，己方另一体附属神永久－2攻击力，失去5点生命值。自身获得【圣盾】，永久＋2攻击力，获得5点生命值。;0;6;0;1;6;0;0;25;3;0;0;0;0;0
25110;要塞广寒;【反击】，己方回合开始时，自身永久＋1攻击力，失去生命值时，随机移动至迷雾区域（无迷雾时原地不动）。;0;22;0;1;6;0;0;27;1;0;-1;-1;1;0
25111;祸土;任意附属神离场时，敌方主神失去18点生命值；自身命中敌方单位时，己方所有单位失去5点生命值。;0;11;0;1;7;0;0;1;-5;21924;-1;-1;1;0
25122;阴;攻击时，自身永久+1攻击力。;0;3;0;1;6;0;0;3;1;0;-1;-1;1;0
25123;阳;己方回合开始时，己方全体+5护盾。;0;6;0;1;7;0;0;5;5;0;-1;-1;1;0
25124;原初;失去生命值时，敌方随机单位【封刃】（持续1回合）。;0;22;0;0;4;2;0;25;8;0;-1;-1;1;0
25125;原初;若主神生命值低于30时，己方全体+5攻击力。;0;30;30;1;7;0;0;3;5;0;-1;-1;1;0
25126;阳;若主神生命值低于15时，覆盖己方全场迷雾。;0;30;15;1;8;0;0;7;1;0;-1;-1;1;0
25127;土魔像甲;自身失去生命值时，己方全体获得【圣盾】。;0;22;0;1;7;0;0;25;3;0;-1;-1;1;0
25128;土魔像甲;自身失去生命值时，+3护盾。;0;22;0;1;7;0;0;5;3;0;-1;-1;1;0
25129;土魔像甲;攻击时，自身+1攻击力。;0;40;0;1;6;0;0;3;1;0;-1;-1;1;0
25130;土魔像;自身离场时，己方主神获得15点生命值。;0;21;0;1;10;0;0;1;15;0;-1;-1;1;0
25131;土魔像甲;自身离场时，召唤1体［土魔像甲（重生）］（攻击力：3／生命值：38，技能与土魔像甲相同）。;0;21;0;1;1;2;0;6;29979;0;-1;-1;1;0
25132;土魔像乙;自身离场时，召唤1体［土魔像乙（重生）］（攻击力：1／生命值：38，技能与土魔像甲相同）。;0;21;0;1;1;2;0;6;29981;0;-1;-1;1;0
25133;土魔像乙;己方回合开始时，双方全体单位失去5点生命值。;0;6;0;2;7;0;0;1;-5;0;-1;-1;0;0
25134;土魔像乙;己方回合开始时，降低5点生命值上限。;0;6;0;2;7;0;0;2;-5;0;-1;-1;0;0
25135;多闻天;敌方使用弹幕卡时，敌方随机一个单位【封足】（持续1回合）。;0;52;0;0;4;2;0;25;9;0;-1;-1;1;0
25136;广目天;攻击时，敌方所有单位【清除】（每回合至多发动1次）。;0;40;0;0;7;0;0;14;1;0;-1;-1;1;0
25137;攻击力;攻击时，己方另一附属神+2攻击力，持续1回合（每回合至多发动1次）。;0;40;0;1;9;0;0;25;4;0;1;-1;1;0
25138;广目天;敌方使用神迹卡时，敌方随机一个单位【封刃】（持续1回合）。;0;50;0;0;4;2;0;25;8;0;-1;-1;1;0
25141;量产型;敌方回合开始时，己方所有附属神，提高1点生命值上限。;0;31;0;1;35;0;0;2;1;0;-1;-1;1;0
25142;量产型;敌方回合开始时，己方主神，恢复1点生命值。;0;31;0;1;10;0;0;1;1;0;-1;-1;1;0
25143;量产型;敌方回合开始时，己方所有附属神，恢复1点生命值。;0;31;0;1;35;0;0;1;1;0;-1;-1;1;0
25145;原初;攻击时，敌方随机解除1格迷雾。;0;3;0;0;21;2;0;8;1;0;-1;-1;1;0
25146;原初;任意单位场时，己方主神获得8点生命值。;0;37;0;1;10;0;0;1;8;0;-1;-1;1;0
25147;原初;任意单位场时，己方所有附属神获得8点生命值。;0;37;0;1;35;0;0;1;8;0;-1;-1;1;0
25148;靖;任意附属神离场时，敌方主神失去25点生命值。;0;8;0;0;10;0;0;1;-25;0;-1;-1;1;0
25149;大道冲虚;主神生命值低于25时，另一附属神获得技能：［攻击时，恢复1点行动点，（每回合至多发动2次）］。;0;30;25;1;9;0;0;29;25150;0;-1;1;1;0
25150;大道冲虚;攻击时，恢复1点行动点，（每回合至多发动2次）;0;3;0;1;5;0;0;77;1;0;2;-1;1;0
25151;大道通玄;攻击时，己方全体单位失去4点生命值。;0;3;0;1;7;0;0;1;-4;0;-1;-1;0;0
25152;大道通玄;主神生命值低于20时，自身攻击力翻倍。;0;30;20;1;6;0;24004;131;100;0;1;1;1;0
25153;忍耐2;【忍耐】2。;0;22;0;1;6;0;0;110;2;0;-1;-1;1;0
25201;狩月之狼;任意附属神离场时，自身永久＋5攻击力，获得10点生命值。;0;8;0;1;6;0;0;3;5;0;-1;-1;1;0
25202;狩月之狼;任意附属神离场时，自身永久＋5攻击力，获得10点生命值。;0;8;0;1;6;0;0;3;5;0;-1;-1;1;0
25203;卫道;己方回合开始时，己方所有单位永久＋1攻击力。;0;6;0;1;7;0;0;3;1;0;-1;-1;0;0
25204;卫道;己方回合开始时，己方所有单位永久＋2攻击力。;0;6;0;1;7;0;0;3;2;0;-1;-1;0;0
25205;暗中支配者;己方回合开始时，己方全场覆盖迷雾，失去生命值时，随机移动至迷雾区域（无迷雾时原地不动）;0;22;0;1;6;0;0;27;1;0;-1;-1;1;0
25206;暗中支配者;己方回合开始时，己方全场覆盖迷雾，失去生命值时，随机移动至迷雾区域（无迷雾时原地不动）;0;22;0;1;6;0;0;27;1;0;-1;-1;1;0
25207;卫道;【反击】，失去生命值时，随机移动至迷雾区域（无迷雾时原地不动）。己方回合开始时，己方所有单位永久＋1攻击力。;0;22;0;1;6;0;0;27;1;0;-1;-1;1;0
25208;卫道;【反击】，失去生命值时，随机移动至迷雾区域（无迷雾时原地不动）。己方回合开始时，己方所有单位永久＋2攻击力。;0;22;0;1;6;0;0;27;1;0;-1;-1;1;0
25209;常夜之中;己方回合开始时，己方全场覆盖迷雾。失去生命值时，随机移动至迷雾区域，己方回合开始时，己方处于迷雾的单位获得4点生命值，敌方处于迷雾的单位失去4点生命值。;0;22;0;1;6;0;0;27;1;0;-1;-1;1;0
25210;常夜之中;己方回合开始时，己方全场覆盖迷雾。失去生命值时，随机移动至迷雾区域，己方回合开始时，己方处于迷雾的单位获得6点生命值，敌方处于迷雾的单位失去6点生命值。;0;22;0;1;6;0;0;27;1;0;-1;-1;1;0
25222;自爆;离场时，敌方所有单位失去5点生命值。;0;21;0;0;7;0;0;1;-5;0;-1;-1;1;0
25223;自爆;离场时，敌方所有单位失去10点生命值。;0;21;0;0;7;0;0;1;-10;0;-1;-1;1;0
25306;黑暗;己方回合开始时，己方全场覆盖迷雾。;0;6;0;1;8;0;0;7;1;0;-1;-1;1;0
25307;反击;反击;0;20;0;0;11;0;0;72;1;0;-1;-1;0;0
25309;常夜之中;己方回合开始时，己方处于迷雾的单位获得4点生命值;0;6;0;1;3;0;0;1;4;0;-1;-1;1;0
25310;常夜之中;己方回合开始时，己方处于迷雾的单位获得6点生命值，;0;6;0;1;3;0;0;1;6;0;-1;-1;1;0
25409;常夜之中;己方回合开始时，敌方处于迷雾的单位失去4点生命值。;0;6;0;0;3;0;0;1;-4;0;-1;-1;1;0
25410;常夜之中;己方回合开始时，敌方处于迷雾的单位失去6点生命值。;0;6;0;0;3;0;0;1;-6;0;-1;-1;1;0
25509;月阴;己方回合开始时，敌方处于迷雾的单位弹幕卡吟唱时间＋9;0;6;0;0;7;0;0;13;9;0;-1;-1;1;0
26099;咒缚之指环;己方回合开始时，己方另一体附属神永久－2攻击力，失去5点生命值。自身获得【圣盾】，永久＋2攻击力，获得5点生命值。;0;6;0;1;6;0;0;2;5;0;0;0;0;0
26100;土魔像;反击;0;20;0;0;11;0;0;72;1;0;-1;-1;0;0
26101;扭曲;攻击后，自身失去3点生命值;0;3;0;1;6;0;0;1;-3;0;-1;-1;0;0
26904;污秽血脉;自身每回合首次【突击】，攻击后离场，离场时敌方全体获得1层【雷印】;0;3;0;1;5;0;0;75;1;26907,26908;999;999;0;0
26905;污秽血脉;【雷鸣】，离场时敌方全体获得1层【雷印】;0;11;0;0;20;0;0;25;41;26907;-1;-1;0;0
26906;污秽血脉;敌方装填弹幕卡时，敌方全体【清除】;0;52;0;0;7;0;0;14;1;0;-1;-1;0;0
26907;污秽血脉;离场时敌方全体获得1层【雷印】;0;21;0;0;7;0;0;25;41;0;-1;-1;0;0
26908;污秽血脉;攻击后离场;0;3;0;1;6;0;0;1;-99;0;-1;-1;1;0
27001;胜利宣判者;【突击】，攻击后离场。;0;3;0;1;5;0;0;75;1;27201;9;999;0;0
27201;胜利宣判者;【突击】，攻击后离场。;0;3;0;1;6;0;0;1;-99;0;-1;-1;1;0
27701;大闹天宫;攻击时，无法解除迷雾。;0;11;0;1;6;0;0;125;1;0;-1;-1;1;0
27702;大闹天宫;游戏开始时，己方手牌提高1点行动点消耗。;0;15;0;1;26;0;0;99;1;0;-1;-1;1;0
27703;金仙;己方回合开始时，抽1张弹幕卡。;0;6;0;1;5;0;0;126;1;0;-1;-1;1;0
27704;威严万丈;敌方回合开始时，弃掉己方所有手牌。;0;31;0;1;5;0;0;23;1;0;-1;-1;1;0
27705;变化万端;自身被攻击离场时，敌方攻击单位完全离场。;0;76;0;0;11;0;0;128;1;0;-1;-1;1;0
27706;鬼谷神算;攻击时，敌方手牌中所有神迹卡永久提高1点行动点消耗（每回合至多发动1次）。;0;40;0;0;40;0;0;99;1;0;1;-1;1;0
27707;狩日猎手;攻击时获得1张［校准］（行动点消耗：1，攻击力：0／装填时间：0／攻击范围：单点）。;0;40;0;1;5;0;0;21;49902;0;-1;-1;1;0
27708;天眼招来;哮天犬完全离场时，敌方全体【封刃】，持续1回合。;0;77;0;0;7;0;0;25;32;0;-1;-1;1;0
27709;守月卫士;己方回合开始时，随机获得1张行动点消耗为1或2的弹幕卡。;0;6;0;1;5;0;0;133;1,2;0;-1;-1;1;0
27710;托塔天王;自身离场时，敌方全体【封刃】，持续1回合。;0;21;0;0;7;0;0;25;32;0;-1;-1;1;0
27711;万宝;装填弹幕卡时，己方不处于迷雾的单位永久+1攻击力并获得4点生命值（每回合至多发动1次）。;0;24;0;1;2;0;0;3;1;0;1;-1;1;0
27712;八卦图;自身失去生命值时，手牌中所有弹幕卡降低1点行动点消耗（每回合至多发动2次）。;0;22;0;1;42;0;0;39;-1;0;2;999;1;0
27713;天狱;【掠取】50%。;0;11;0;1;6;0;0;98;50;0;-1;-1;1;0
27714;贵虚;装填弹幕时，随机解除2格迷雾。（每回合至多发动2次）;0;24;0;0;21;2;0;33;1;0;2;-1;1;0
27716;大闹天宫;命中敌方单位时，自身和被命中单位【封足】，持续1回合。;0;11;0;0;20;0;0;25;9;0;-1;-1;1;0
27717;大闹天宫;命中敌方单位时，自身和被命中单位【封足】，持续1回合。;0;11;0;1;6;0;0;25;9;0;-1;-1;1;0
28001;PVE用;无效果;0;0;0;-1;0;0;0;-1;0;0;-1;-1;1;0
28004;赤口之祟;游戏开始时，己方另一体附属神永久＋3攻击力，自身初始移动力＋1，每移动1格，获得1张弹幕卡［赤口］（行动点消耗：0／攻击力：8／装填时间：2／攻击范围：十字／常规伤害弹幕）（每回合至多发动2次）。;0;15;0;1;9;0;0;3;3;0;1;1;1;0
28005;PVE用;无效果;0;0;0;-1;0;0;0;-1;0;0;-1;-1;1;0
28048;希望之光;初始移动力＋1，己方回合开始时，获得1张神迹卡［启明星］（恢复1点行动点）。;0;6;0;1;5;0;0;21;32005;0;-1;-1;1;0
28101;复仇;任意单位离场时，敌方所有单位失去10点生命值。;0;37;0;0;7;0;0;1;-10;0;-1;-1;1;0
28102;先锋;每获得一张卡时，召唤一体［沙漠之灵］;0;27;0;1;1;2;0;6;28803;0;-1;-1;1;0
28204;赤口之光;初始移动力＋1，每移动1格，获得1张弹幕卡［赤口］（行动点消耗：0／攻击力：8／装填时间：0／攻击范围：十字／常规伤害弹幕）（每回合至多发动2次）。;0;1;0;1;5;0;0;21;48203;0;2;-1;1;0
28301;三寸钉;【忍耐】5;0;22;0;1;6;0;0;110;5;0;-1;-1;1;0
28302;三寸钉;失去生命值时，所有单位失去4点生命值;0;22;0;2;7;0;0;1;-4;0;-1;-1;1;0
28303;三寸钉;失去生命值时，敌方随机单位失去等同于自身攻击力的生命值。;0;22;0;0;4;2;0;111;28921;0;-1;-1;1;0
28304;决意;每当敌方获得1张卡时，己方获得1张卡（每回合至多发动5次）。;0;68;0;1;5;0;0;12;1;0;5;-1;1;0
28305;决意;每获得1张卡，永久+2攻击力。;0;27;0;1;6;0;0;3;2;0;-1;-1;1;0
28306;天使狩;失去生命值时，自身随机移动至迷雾区域（无迷雾时原地不动）。;0;22;0;1;6;0;0;27;1;0;-1;-1;1;0
28307;天使狩;任意单位离场时，敌方所有单位失去等同于自身当前攻击力的生命值。;0;37;0;0;7;0;0;111;28923;0;1;-1;1;0
28308;幸魂;自身+护盾时，召唤1体【草木灵Ⅱ型】（每回合至多发动2次）。;0;2;0;1;1;2;0;6;29807;0;2;-1;1;0
28309;亡失之国;己方回合开始时，召唤1体【国津神】。任意单位离场时，召唤1体【国津神】。;0;6;0;1;1;2;0;6;29808;0;-1;-1;1;0
28310;亡失之国;任意单位离场时，召唤1体【国津神】。;0;37;0;1;1;2;0;6;29808;0;-1;-1;1;0
28311;霹雳;任意单位离场时，敌方随机单位获得【封足】，持续1回合。;0;37;0;0;38;0;0;25;35;0;-1;-1;1;0
28312;霹雳;敌方回合开始时，敌方随机单位获得【封刃】，持续1回合。;0;31;0;0;4;2;0;25;28;28313;-1;-1;1;0
28313;霹雳;敌方回合开始时，敌方随机单位获得【封足】，持续1回合。;0;31;0;0;38;0;0;25;35;0;-1;-1;1;0
28314;卑微;【忍耐】3。;0;22;0;1;6;0;0;110;3;0;-1;-1;1;0
28315;卑微;失去生命值时，己方主神永久+5攻击力（每回合至多发动1次）。;0;22;0;1;10;0;0;3;5;0;1;-1;1;0
28316;卑微;失去生命值时，己方全体获得【圣盾】（每回合至多发动1次）。;0;22;0;1;7;0;0;25;3;0;1;-1;1;0
28317;犬神;失去生命值时，己方主神永久+2攻击力。;0;22;0;1;10;0;0;3;2;0;-1;-1;1;0
28318;犬神;失去生命值时，敌方随机单位永久-2攻击力。;0;22;0;0;4;2;0;3;-2;0;-1;-1;1;0
28319;祟神;己方回合开始时，己方另一附属神失去4点生命值。;0;6;0;1;9;0;0;1;-4;0;-1;-1;1;0
28320;祟神;己方回合开始时，己方主神获得5点生命值。;0;6;0;1;10;0;0;1;5;0;-1;-1;1;0
28321;祟神;开战时，己方祈愿倒计时永久-2。;0;15;0;1;5;0;0;30;-2;0;-1;-1;1;0
28322;卑微Ⅱ;离场时，己方主神获得5点生命值。;0;21;0;1;10;0;0;1;5;0;-1;-1;1;0
28323;献身冲动;任意单位离场时，己方全体获得5点生命值。;0;37;0;1;7;0;0;1;5;0;-1;-1;1;0
28324;献身冲动;己方回合开始时，所有单位失去5点生命值。;0;6;0;2;7;0;0;1;-5;0;-1;-1;1;0
28325;渡往常世;攻击时，所有单位失去6点生命值。;0;40;0;2;7;0;0;1;-6;0;-1;-1;1;0
28326;亡失之民;己方回合开始时，[大国主]本回合+2攻击力。;0;6;0;1;37;0;28925;25;40;0;-1;-1;1;0
28327;亡失之民;己方回合开始时，[大国主]获得5点生命值。;0;6;0;1;37;0;28925;1;5;0;-1;-1;1;0
28328;亡失之民;己方回合开始时，己方附属神永久+1攻击力。;0;6;0;1;36;0;0;3;1;0;-1;-1;1;0
28329;光之回响;己方回合开始时，敌方随机弃1张手牌。;0;6;0;0;5;0;0;73;1;0;-1;-1;1;0
28330;光之回响;每抽1张卡，召唤1体【虚像】。;0;27;0;1;1;2;0;6;29810;0;-1;-1;1;0
28331;战斗策略;己方回合开始时，己方奥林匹斯势力单位获得5点生命值。;0;6;0;1;39;0;10007;1;5;0;-1;-1;1;0
28332;战斗策略;己方回合开始时，己方奥林匹斯势力单位获得【圣盾】。;0;6;0;1;39;0;10007;25;3;0;-1;-1;1;0
28333;星河陨落;命中单位时，敌方所有单位【清除】。;0;11;0;0;7;0;0;14;1;0;-1;-1;1;0
28334;星河陨落;命中单位时，所有单位失去8点生命值。;0;11;0;2;7;0;0;1;-8;0;-1;-1;1;0
28335;光之回响;己方回合开始时，敌方随机弃2张手牌。;0;6;0;0;5;0;0;73;2;0;-1;-1;1;0
28336;霹雳;敌方主神失去1*X点生命值（X为敌方单位的数量）;3;0;0;0;10;0;0;116;-1;0;-1;-1;1;0
28337;铁律;随机两个单位获得1层【雷印】;1;0;0;2;4;2;0;25;41;0;-1;-1;1;0
28339;活性森林;己方回合开始时，攻击力变为生命值的1／2，向下取整。己方回合开始时，召唤一体【土精】。;0;6;0;1;1;2;0;6;29814;0;-1;-1;1;0
28340;大闹天宫;敌方回合开始，召唤2体【基因克隆体】，任意单位离场，永久＋1攻击。;0;31;0;1;1;2;0;6;29819;0;-1;-1;1;0
