编号;名称;种类;技能名称;攻击力;生命值;技能;势力;画师;CV;技能发动;语音阵亡;语音攻击1;语音攻击2;语音杂谈1;语音杂谈2;基本信息;背景描述;故事1;故事2;故事3;故事4;故事5;调试中
24015;庚桑楚;;;;;;玉清殿;茶几;待定;新的挑战么？;还有未明之理么……;我已经知道了！;无处可逃！;一切谜题都已解开。;世上还有我不明之事么？;角色名字：庚桑楚_所属势力：玉清殿_称号：全道之人_兴趣：解谜_喜欢的事物：谜之事件，侦探故事_讨厌的事物：意外事故，格斗技;原·道德天尊的弟子，舍弃“真人”之名，以“人”的身份加入玉清殿。_曾到达道之极致，已然了解世间一切之理，同时也失去了解谜的乐趣，为了寻回那兴趣，自愿封闭了视与觉的能力，开始了地狱难度的二周目，究极（？）的洞灵真人。;[妥协]_经过了月阴之乱及几次小的神界冲突，道德天尊隐隐感觉到，想要仅凭“人道”在今后愈发混乱的局面中立于不败之地已经变得比较困难。在仲尼的引荐下，道德天尊派遣首席带领几名得意弟子前往拜会沉寂于玉清殿的老友，去寻求[道之源头]——“天道”。;[取舍]_当通玄真人到达玉清殿的时候，会见她们的并不是期望中的那位天尊，而是一个以“救苦天尊”之名显现的仙人自称暂时代理了那位天尊的工作。虽然略感意外，不过通玄真人认为师尊的指令不论以何种手段都必须达成，听取了详细说明的通玄真人答应了“救苦天尊”的要求，放弃了自身的一切，重归天道。;[回归]_在玉清殿的帮助下，“洞灵真人”放弃仙籍，“庚桑楚”以“得道之人”的名义加入了玉清殿的阵营，回归了刚刚达到道之巅峰的状态，本能够一眼看万物之理的庚桑楚决定封闭自己的感官，并独自行动，用自己的方式支援师尊。;[沉默]_对与弟子回归时的姿态，道德天尊并没有展现出任何意外，在听取过辛计然讲述的来龙去脉之后，道德天尊陷入了沉默，对于“救苦天尊”的出现似乎不愿多谈。;[信念]_取回自身的“天道”对于庚桑楚而言，实际上放桘参m69拄K4…………【此处资料已损坏】。;
24016;烛阴;;;;;;玉清殿;神代委员会;待定;清浊两辨，此乃天道！;我……还能……;风来！;雨来！;无用的挣扎。;尽忠职守乃是本分。;角色名字：烛阴_所属势力：玉清殿_称号：九阴_兴趣：制作模型_喜欢的事物：有条不紊的规律，严谨的人_讨厌的事物：混乱，粗枝大叶的人，笨蛋;身形巨大的龙种_被玉清殿作为“某种力量”的定石努力工作着。_对工作有着强烈的自豪感，认为秩序才是世间最重要的事物，也坚信自己的工作能为世间带来秩序。排除了自己的大部分感情，对神界间的纷争并不关心，拥有身为龙种的骄傲，对其他神界的龙种忠实于欲望的生活方式非常不屑。;［龙种］_烛阴曾经是创世初最古老的龙种之一，存在本身就是天道的显现。从一开始并不愿意从属于任何势力，而是遵从自己的职责一直守护着某种“力量”，同时也作为“力量”的基石守护着整个神界。烛阴坚信这正是龙种这一神圣物种的天职。;［守护］_在与三清天尊们的一次会面之后，元始天尊将烛阴守护着的“力量”纳入了玉清殿，也在承诺了烛阴的要求后得到了“力量”的使用权，但烛阴仍然还是“力量”的守护者。_虽然名义上烛阴从属于玉清殿，但只要不涉及“力量”就不会出手。本来是个专注守护的闲差，不过最近后殿来了一个新的掌事，让烛阴很是头疼。;［？？］_（由于未知错误，这条信息已经无法阅读）。;;;
24017;罗睺;;;;;;阿摩婆罗提;lack;岩松 泉;没有更强的对手吗！？;这不是…挺强的嘛……;去吧！;粉碎！;理想什么的，真是无聊。;我只要有架可打就够了。;角色名字：罗睺_所属势力：阿摩婆罗提_称号：凶星_兴趣：挑战强者_喜欢的事物：暴力，强大的人_讨厌的事物：软弱的人，文化;大阿修罗王_性格单纯直接，追求绝对的强大，并不希望从强大中获得什么，仅仅追求强大本身。_理解力优秀，非常聪明，但不代表她是个可以用语言交流的对手。_在发起挑战后试图通过谈话解决的人，都会被罗睺认为是逃避战斗的弱者，反而会激起她的施虐欲，全力进行攻击。_被毗湿奴打败过，认定毗湿奴是强者，不断地向其发起挑战。_神界的乱战开始后，也想和外界的强者交手，于是加入了阿摩婆罗提。_喜欢打架不代表打架很强。发起挑战却被对方打败的情况也很多。_被他人恐惧就会兴奋，被尊敬就会丧失兴趣，是性格非常别扭的家伙_嗜虐心极强，正在招募被虐心强的搭档。;［阿修罗］_罗睺是与阿摩婆罗提神族发生过大战的阿修罗一族首领。多次交战之后，阿摩婆罗提的主神毗湿奴提出和解，双方共同生产一种不老不死的仙药作为和睦的证据。然而在仙药制造完成时，罗睺突然反悔，打算独吞仙药，忍无可忍的毗湿奴将她狠狠教训了一顿。见证了毗湿奴的强大之后，罗睺便把挑战毗湿奴作为了终身目标。;［神界的乱战］_为了传播救赎万物的思想，毗湿奴远征东国的神界，但受到了意想之外的阻挠。这件事让罗睺意识到这个世界上还有很多与毗湿奴相似的强者，于是罗睺向毗湿奴请愿加入阿摩婆罗提。毗湿奴认为罗睺终于接受了救赎思想，欣然接受了罗睺的请求。实际上，罗睺对救赎什么的完全没有兴趣，只是渴望和各个神界的强者在战场上一较高下。;;;;0
24019;月读十六夜;;;;;;高天原;RitoruG;上坂 すみれ;让我见识一下吧，那份智慧。;可……恶……;斩！;灭！;让我好好教教你神灵性能差异并不能决定战力上的差距这件事。;那家伙战斗的方式像个外行人啊。;角色名字：月读_所属势力：高天原_称号：夜之国主_兴趣：演算，愚弄他人_喜欢的事物：让天照生气，捉弄须佐之男_讨厌的事物：被人注目，天照的支持者;天照之弟（妹？）_因温和恬静的个性，与所有人（除天照外）关系都很好。_不屑于姐姐正面胜负的风格，经常擅自搞些小动作。;［阳炎不至之处］_于姐姐天照之间关系恶劣，对于在天照的旗下行动非常不满，其反抗精神行动也非常直接，会用月亮遮挡在太阳前，遮蔽天照的视线，让其无法看到友军的情况。;［月面之争］_月之崇拜神灵们重要的信仰心来源，连有的青蛙都会在明月之夜歌唱，甚至可以说拥有月面控制权的势力就将获得胜利。月读作为诸多月神的一员，却一直采取静态防御和消极撤退的姿态，让人难以理解她想要做什么。;［无法触及的水中之月］_虽然自己负责的战区一直处于败退状态，但月读还没有遭遇过决定性打击。不知道用了什么手段，目前正在月面冲突的嫦娥（太清殿），阿尔忒尼斯（奥林匹斯），哈提（尼夫尔海姆）等处于互相制衡的状态。_高天原私下里流传着月读是谋略之神而并不是月神的奇怪说法（同属高天原的思兼神对此强烈反对）。;［狂月］_其有着与人对话数句就能把人惹火的独特力量，不知道是故意还是偶然，总能准确的用话语戳中对方痛点，也可理解为态度极其恶劣。;［满月］_完全吸收八尺琼勾玉的力量，完全形态的月读，自称拥有平时三倍的力量、三倍的智慧和三倍的毒舌。;
24020;旱魃;;;;;;玉清殿;星霜;待定;无知无畏之人啊……解脱吧……;唔……唔……;欸~！;退下~;饥馑既是罪孽……;弱者没有力量，但仍能挣扎……;角色名字：旱魃_所属势力：玉清殿_称号：天女_兴趣：沙滩活动_喜欢的事物：活物，强大的（非人型）生物，西瓜_讨厌的事物：下雨，悲剧故事，独自一人;住在深山的天女_被玉清殿作为“某种力量”的控力而消极的工作着。_朋友很少，对自己以外的神灵基本上并不感兴趣，和应龙关系不错，有时候会相互串门。_不喜欢工作，经常因为开小差而被烛阴说教，然而没有什么作用。认为玉清殿的工作毫无意义，但也没有谏言的必要，经常偷偷跑到海滩去玩。有社交网络账号和网络游戏账号，新人。;［功绩］_在古时的大战中，天女魃曾作为支配者一方的干将与反抗者进行了激烈的战斗，在关键的战役中立下了赫赫功劳。但却在休息的时候被遗忘在了战场，当天女魃准备返回阵营时，发现原本的战友们开始为了权力勾心斗角，损耗巨大的天女魃无法独自回家，也不想参加混乱的争斗，于是放弃了原本属于自己的功绩，隐居到了深山。;［衰弱］_在时间的流逝中，天女魃的力量被人界污染，变成了很难受自己控制的“污染”，并且在不断恶化。而见过天女魃的人几乎都被力量杀死，并将妖怪“旱魃”的恶名传开，虽然确保了一定的“信”的来源，却令喜爱生灵的天女魃非常伤心。;［交易］_元始天尊提出交涉，建议使用限制浑沌的技术来帮助天女魃控制力量，作为交换，天女魃需要帮助玉清殿协助看守某种“力量”，天女魃原本兴趣不大，但也不想放任自己的力量继续伤害无辜的生灵，于是搬家到了烛阴的工房，并偷偷申请了网络账号。;;;
24021;吉祥天女;;;;;;阿摩婆罗提;RitoruG;待定;为了全世的救赎~;呼呼~该退场了……;起舞吧~~;歌唱吧~~;毗湿奴大人，请欣赏我的身姿！;大家都太在意战斗了……;角色名字：拉克西米_所属势力：阿摩婆罗提_称号：吉兆的莲花_兴趣：水上摩托，帆板_喜欢的事物：家族_讨厌的事物：面目凶恶的人，火焰，阿修罗;在阿摩婆罗提与阿修罗停战时作为缔约证人诞生的神灵，毗湿奴的伴侣。_积极且宽容，常保持温暖的微笑，是阿摩婆罗提的支持者，和形象不符的擅长运动。_与大猿王哈努曼曾共同帮助过毗湿奴所以彼此关系很好，曾经试图劝说太清殿的孙悟空加入阿摩婆罗提但被拒绝。对阿修罗王罗睺印象非常差。_想在阿摩婆罗提内塑造气氛轻松的社区环境，但大家的性格都很认真，就算被要求轻松的相处也还是很严肃。_认为救赎的方法不一定只有战斗，希望通过对谈来解决，但对谈总是因为拉克西米一方不切实际的美好愿望无法顺利进行。;［和平使者］_拉克西米是在阿摩婆罗提众神与阿修罗族讲和时，作为和平的证明诞生的神灵。之后，阿修罗王罗睺单方面撕毁和平协议，并绑架了拉克西米，这对拉克西米来说是一段不好的回忆。虽然罗睺最终被毗湿奴打败，阿修罗族选择了臣服，但拉克西米对阿修罗族的心灵创伤已经不会愈合了。;［救赎的信念］_阿摩婆罗提曾为了传播救赎万物的理念与东方的神界太清殿发生过激烈的冲突，在双方都付出了惨烈的代价之后，达成了和解。为了防止同样的事情再次发生，拉克西米主张通过谈话而不是战斗来传播救赎的理念，但没有势力愿意因为他人空想出的美好世界放弃一直以来坚持的立场，拉克西米美好理想在沉重的现实面前完全不堪一击。;［第三宝］_不论神界间的战争如何激烈，拉克西米从不曾放弃和平的希望，即便是面对曾经的仇敌。在与东国神灵的和解会议上，拉克西米展示出无与伦比的美妙舞姿，希望能够传达阿摩婆罗提的和平意愿，达成毗湿奴【万物救赎】的愿景。可惜除了得到某个肌肉男“你很有潜力，去组个团吧”，和某个眼镜女“可惜我是单推啊”的评价以外，并没有得到任何成果。;;;
24022;堤丰;;;;;;奥林匹斯;火鸡;待定;嘎啊啊啊啊啊！！！;啊啊……;咔啊！;嘎啊啊！！;咕噜噜噜……;嘎——啊……？;角色名字：堤丰_所属势力：奥林匹斯_称号：必要之恶兽_兴趣：制作粘土娃娃（动物型）_喜欢的事物：自己的子嗣，风暴_讨厌的事物：宙斯及其从属，英雄，人形生物;被传说于风暴与大地之中自然诞生的怪物。_外表相当吓人，个头很大，见过她（还活着回来）的人很少，本身也很少出门。子女很多，但是没有办法用语言交流，自诞生就拥有名为［恶质创生］的才能。虽然很讨厌宙斯等奥林匹斯神灵，但是并不讨厌赫拉，有微妙的亲切感。;［孕育］_堤丰（据说）是自然产生的怪物，没有父母。虽然很多人对此并不相信，但也没有什么证据，只能不置可否，加上无法与堤丰沟通，身世就一直成谜了。目前对此仍然感兴趣的就只有宙斯而已。;［万魔之祖］_与凶恶的外表不同，性格其实相当内向，没有特殊情况的话多半时间都待在自己的山洞里睡觉，不过一打喷嚏就会造成风暴，翻身时也会造成地震，长久以来并没有“信”缺失的情况。子嗣很多，家庭关系相当融洽，只是交流困难一直是子嗣们头疼的问题，堤丰自己并没有什么自觉。;［战争］_堤丰会加入奥林匹斯对其他神界的侵攻这件事让很多人不解，谁都不会相信奥林匹斯会有人劝得动这个坚决反对宙斯的言语不通的怪物，而且战场上堤丰也是一脸的不情愿，让人实在怀疑她加入战斗的原因。虽然有传言在堤丰的山洞口有发现一根红色的头发，但是证人已经被吃掉了，自然就不存在什么证言了。;;;
24023;狄俄尼索斯;;;;;;奥林匹斯;火鸡;待定;啊~我将在此重生！;唔……好想吐……;品尝甘蜜~;不可泼洒~;可不要贪杯哦~;多么匹配啊~美酒与爱情！;角色名字：狄俄尼索斯_所属势力：奥林匹斯_称号：醉狂的恶女_兴趣：看电影_喜欢的事物：悲爱作品_讨厌的事物：醒酒药;奥林匹斯的酒神与情爱之神。_对战争本身没有兴趣，但是作为宙斯的子女被命令尽情发挥自己的才能，为奥林匹斯带来荣光，不情愿的参战后，意外的十分享受。_真实的性格很差，不论男女都会去搭讪，并同时与多人有着暧昧关系，但是因为交际手腕高超，讨厌狄俄尼索斯的人几乎没有。_在奥林匹斯经营了垄断的墨兰波斯酿酒厂，但是却没有出售的店面，令某些嗜酒的神灵十分苦恼。_是瓦尔基里酒场的秘密供货人，只有狄俄尼索斯和希格德莉法两个人知道这件事。_与弗雷农场、产巢日酒厂是竞争关系，与少彦名私交不错，经常互送新产品交流经验。_不是主妇联合会的成员，但是常去串门。;［酒神］_拥有酿酒的才能，比起自己喝更喜欢劝别人喝酒，欣赏他人沉醉的样子，而对她产生依赖。享受着各方的好意与爱慕，可以说是注定受欢迎的人气者。在多个神界都很吃得开，即便是神界间进入紧张的态势也没有影响到酒厂的生意，曾有奥林匹斯神灵质疑狄俄尼索斯跨神界经营的合法性，却被奥林匹斯议院的绝大多数投票驳回了。;［翻弄的情欲］_对于自己受欢迎的体质有着明确的自觉，并且充分利用这个优势长期对他人展开攻势，但却并没有与谁结为伴侣的打算。由于酒厂的生意与其他神界的来往密切，但是几乎没有人知道狄俄尼索斯的完整人际关系。目前正在积极开拓阿摩婆罗提的市场，有很多传言说受到了很大的阻碍，甚至在生意以外的地方也遇到了强大的对手，不过由于该言论很难证实，也就只停留在了流言阶段。;［狂欢］_每年墨兰波斯酒厂都是奥林匹斯大宴会的唯一酒类供应商，由于平时很难获得本地产酒，每到大宴会的时候都会有大把的人一醉方休，或者偷偷藏一点准备在平日也能小酌一两口，这些平时属于重罪的行为只有在大宴会狂欢的时期才被允许，倒不如说是阿瑞斯根本管不过来，不论发酒疯、随地呕吐还是酒后伤人都随处可见。不过砸坏的东西和伤者的赔偿全部由狄俄尼索斯自掏腰包赔偿，也就没有人再有什么怨言了。;;;
24024;织女;;;;;;玉清殿;;待定;朕，不想动……;唔……;此处乃天极！;三而为一！;啊……好累……;熊？好像也很可爱？;角色名字：织女_所属势力_玉清殿_称号：北辰_兴趣：上网与听音乐_喜欢的事物：网络_讨厌的事物：银河、自己的工作;玉清殿的助力，烛阴的同事。_作为银河边境的看守者、神界通道的监视者，却对生活十分消极且毫无动力，常“自称”患有抑郁症。_对于看守银河边境的工作充满怨念，认为是这份枯燥的工作导致了自身的抑郁。_大部分时间比较自闭，不与同僚进行任何沟通，喜欢戴着耳机沉浸在音乐的世界中，最近对摇滚乐十分痴迷。_有社交账号，时常活跃于匿名版，传言在匿名版上是个腹黑又毒舌的角色，有时候会因为过激言论导致账号被封。_视力很好，但却喜欢戴着无框眼镜，据说是为了遮掩长期熬夜上网所带来的黑眼圈。;［好友］_织女在匿名版上与一个叫[@霍德尔]的账号意气相投，是对方稀少的互粉者。时常在发现对方对某件事情发表“激烈意见”时也开始跟着拱火，是让账号管理员[@直钩钓鱼]极其头疼的存在。_在购买各类的个人爱好物资时经常会听取某些友好人士[@LOKIN]的建议，因为同样的自闭发言而与[不想出门@天岩户]成为了好友。;［两面性］_表面上看起来是沉默高雅的样子，实则内心世界相当丰富。特技是在脑内对各种事情进行快速而精准的吐槽，但表面上不动声色。_夜晚来临时就会在社交网络上充满活力，一旦天亮就会进入抑郁状态。虽然在网络上与许多人成为了好友，可以说是网络交际能力Max的Chat达人，但现实中的社交行动力就很难评价了。;［边境守望］_织女身负守望银河边境、时刻警惕其他神界来袭者的重责。在神界争乱爆发之前的和平时期，织女会利用大部分的工作时间来编制锦缎打发时间，但是最近工作压力越来越大，从网络发言记录来看，貌似确实积攒了不少的怨气，在接受了某位神出鬼没的神灵的建议后，织女也终于正式加入到了对抗的前线。;;;
24025;夜之蝶;;;;;;南华庄;灰熊猫;待定;嗯哼！;嗯哼~;;;嗯哼？;嗯哼哼~;角色名字：无_所属势力：南华庄_称号：夜之蝶_兴趣：无_喜欢的事物：无_讨厌的事物：蝶1号;似真似幻的梦境，有婀娜的舞姿若隐若现，随着轻柔的音符来到你的面前，勾勒出摄人心魄的曲线，若不是胸中鼓动的心跳，你仿佛忘记了自己仍然活着，被眼前的倩影夺取了所有的理智。;［杂鱼］_嗯，一般的杂鱼。;;;;;
24026;庄周凰之型;;;;;;南华庄;团子;待定;Yes，I am phoenix！;I will be back……;Fire！！;Blaze！！;Come with me If you wangt to live.;It has to end here.;角色名字：庄周-凰之型_称号：鹏-贰（鹏-2）_兴趣：看电影（原声）_喜欢的事物：烧烤，爆炸，华丽的服饰_讨厌的事物：无聊，平淡，鸡肉料理;庄周的分身中，由负责战斗的分身组成的团体，被称为“鹏”一派。_鹏一派在求道的方式上有着非常激进的思想，行为方式也更接近师尊道德天尊。_鹏一派追求个人能力的提升和超越，实力仅次于鹏之长的鹏-2对其深信不疑，并和其他鹏一样选择独自修行悟道，不过因为迷路，跑到了语言不通的地方。_面对完全不熟悉的环境、文化和理念，鹏-2激起了强烈的学习欲望，秉承师尊虚心实腹的教导，开始狂热的学习一切未知的知识并且大吃特吃，等到意识到的时候自己的特质已经完全变化，还彻底忘记了原来的语言，她意识到自己已经悟道了。_志得意满的鹏-2决定回到东国神界向鹏之长报告这一变易，只是她并不知道这只是个天大的误会。;［鹏-2］_继承了鹏一派编号2的个体，性格大大咧咧，不拘小节，和鹏之长一样是个路痴，但是没有曲率移动的能力，给自己和他人造成了相当多的麻烦。理论上在鹏一派中实力仅次于鹏之长，实际仍是云泥之别，这让自尊心很强的鹏-2很是不甘。在鹏一派与其他分身发生纠纷后，鹏-2决定独自远行找一个僻静的地方修身悟道。;［迷途］_由于迷路，鹏-2来到了完全陌生的地方，结果在学习异国奇特的语言、文化的过程中用力过度，忘记了原来的语言，着装、行事风格也和其他的鹏产生了很大的区别，还迷上了一部特别的异国戏剧，对其中的金属人偶尤其着迷。据说在鹏-2返乡并造访过南华庄后，蝶一派中有相当一部分分身受到了她的影响，行为举止和穿着都变得怪异起来。;;;;
30001;八卦炉核心;银;;;;抽2张卡;;;;;;;;;;研究所的最深处，进行着不为人知的试验;;;;;;;0
30002;劫掠行军;金;;;;敌方全体【清除】，抽2张卡;;;;;;;;;;你的就是我的，我的还是我的;;;;;;;0
30003;自由;银;;;;敌方全体【清除】，己方全体＋2攻击力，持续1回合;;;;;;;;;;自由领导猴群;;;;;;;0
30004;蔽日之殃;红;;;;双方全场覆盖迷雾;;;;;;;;;;什么！？兄弟们的叛逆期永无止境，作为这样家庭里的长姐，未来已经是一片黑暗了;;;;;;;0
30005;启明星;银;;;;指定区域解除迷雾;;;;;;;;;;晨星，以神之长子的力量照亮世间;;;;;;;0
30006;常青之剑;金;;;;敌方所有单位【封足】，持续1回合;;;;;;;;;;“人气偶像的生活可不是那么轻松的，只需要对某些关键性材料做一点点加工……看吧，她也和我们一样丑陋了……”——洛基谈;;;;;;;0
30007;援护投石;银;;;;敌方所有单位装填时间＋1;;;;;;;;;;被砸到的话，会很疼，大概;;;;;;;0
30009;制冷弹;金;;;;敌方全体【清除】，己方所有单位装填时间＋1;;;;;;;;;;对金乌用自走兵器——制冷弹叁型，用于降低温度和情绪;;;;;;;0
30010;蓬莱仙药;金;;;;己方单体获得【圣盾】，获得8点生命值;;;;;;;;;;不老不死并不是勇气的报酬，而是为了守护他人付出的代价;;;;;;;0
30011;八咫乌加护;金;;;;己方所有单位获得【圣盾】，抽1张卡;;;;;;;;;;锁水，保湿，防紫外线——这些功能全都没有;;;;;;;0
30012;热血激励;银;;;;己方单体获得8点生命值;;;;;;;;;;已经厌倦了……;;;;;;;0
30013;顽强;银;;;;己方单体提高8点生命值上限;;;;;;;;;;一切都赌在这一球上！;;;;;;;0
30014;魔狼巨颚;红;;;;敌方所有单位【封刃】，持续1回合;;;;;;;;;;有的人只会失去一只手，有的人则会丢掉一条命;;;;;;;0
30015;猛食竞赛;金;;;;双方所有单位装填时间＋2;;;;;;;;;;凡事量力而行;;;;;;;0
30018;天兵神威;银;;;;抽4张卡;;;;;;;;;;我只是天兵中最弱小的一个，打倒我之后还有XXXX，打倒XXXX之后还有XXX……;;;;;;;0
30019;邪神囚笼;金;;;;敌方所有单位－10攻击力，持续1回合;;;;;;;;;;“万物都有毁灭的一天，我只是加快了这一天的到来而已”——洛基谈;;;;;;;0
30020;雷鸣战车;银;;;;己方所有单位＋3移动力，持续1回合（若本回合已移动过的单位装填该卡，将无法移动）;;;;;;;;;;云上轰鸣之物，瞬间千里;;;;;;;0
30021;天狗风;银;;;;己方单体＋3移动力，持续1回合（若本回合已移动过的单位装填该卡，将无法移动）;;;;;;;;;;虽说不是神，但受到敬畏的妖怪本质上与神无异;;;;;;;0
30023;烈阳大铠;银;;;;己方单体＋8护盾;;;;;;;;;;觉得热吗？出汗了吗？那就别靠过来！;;;;;;;0
30024;苇原乱战;银;;;;己方所有单位＋2攻击力，持续1回合;;;;;;;;;;欠债还钱;;;;;;;0
30025;尘世巨猫;金;;;;己方所有单位获得6点生命值，抽1张卡;;;;;;;;;;想不到……最后……竟然有这样的障碍……;;;;;;;0
30026;求生之羽;银;;;;己方单体随机移动至迷雾区域（无迷雾时原地不动）;;;;;;;;;;“活下去才有未来，所以无论怎么丑陋，都要挣扎着活下去……不是说我自己哦”;;;;;;;0
30027;精灵祝福;红;;;;己方祈愿倒计时永久－1;;;;;;;;;;安全，值得信赖，无担保无抵押也可贷款，即刻到账！;;;;;;;0
30028;激化;红;;;;双方祈愿倒计时永久＋1;;;;;;;;;;自己没有的东西别人也不一定有，但那有什么关系呢？;;;;;;;0
30029;热狂之柱;金;;;;召唤一个祭坛，己方回合开始时，周围8格单位＋3护盾;;;;;;;;;;狂热皆源自盲目;;;;;;;0
30030;苍青神使;金;;;;召唤一个祭坛，己方回合开始时，周围8格单位获得【圣盾】;;;;;;;;;;东境森林的守护者;;;;;;;0
30031;赤红神使;金;;;;召唤一个祭坛，己方回合开始时，若周围8格存在单位，则祈愿倒计时－1;;;;;;;;;;南疆火焰的守护者;;;;;;;0
30032;乌黑神使;金;;;;召唤一个祭坛，己方回合开始时，若周围8格存在单位，则敌方所有单位失去3点生命值;;;;;;;;;;北国雪原的守护者;;;;;;;0
30033;雪白神使;金;;;;召唤一个祭坛，己方回合开始时，周围8格单位＋2移动力，持续1回合;;;;;;;;;;西域荒原的守护者;;;;;;;0
30034;争分夺秒;红;;;;己方单体失去3点生命值，＋3移动力，持续1回合（若本回合已移动过的单位装填该卡，将无法移动）;;;;;;;;;;抓紧时间能否前往胜利还未可知，但起码能多少逃离一点失败;;;;;;;0
30035;坚韧不屈;金;;;;己方单体获得6点生命值，获得【圣盾】，＋6护盾;;;;;;;;;;无论何种状况都勇往直前的勇气;;;;;;;0
30036;自闭;红;;;;己方单体恢复15点生命值，永久－3攻击力;;;;;;;;;;外面皆痛苦，还是家里好;;;;;;;0
30037;逃脱试验品;红;;;;双方随机单位失去12点生命值;;;;;;;;;;被改造过的猴子逃跑了，没能控制好的话，整个世界可能都会落入猴子的手中;;;;;;;0
30038;全力;金;;;;己方所有单位＋2攻击力，＋2移动力，持续1回合（若本回合已移动过的单位装填该卡，将无法移动）;;;;;;;;;;总有比自己天赋更好，并且更努力的家伙，真是不公平;;;;;;;0
30039;穷境之力;金;;;;己方单体失去10点生命值，永久＋4攻击力;;;;;;;;;;挣扎虽无用但必要;;;;;;;0
30040;自闭症候群;金;;;;己方所有单位【封足】，持续3回合，并获得10点生命值;;;;;;;;;;“不想出门就是不想出门。”“她不出门也可以生活，我也可以。”“大家都不出门，我也不想出门”……;;;;;;;0
30045;饥馑;金;;;;己方所有单位失去4点生命值，永久＋1攻击力;;;;;;;;;;空腹不代表饥不择食，只是为了好好体会食物的美味而做的准备;;;;;;;0
30046;护桥者;金;;;;舍弃所有手牌，己方所有单位永久＋2攻击力;;;;;;;;;;“你们丫的谁敢踩上来，我就先做了谁！”——海姆达尔谈;;;;;;;0
30047;理念冲突;红;;;;敌方所有单位【封刃】，持续1回合。己方所有单位【封足】，持续2回合;;;;;;;;;;“今后是团体偶像的时代了！”“那种没有个人特色的团体是赢不了个人偶像的！”;;;;;;;0
30048;防御战术;红;;;;己方单体＋10护盾，永久－3攻击力;;;;;;;;;;“把那些帖子全都删掉！不要回复任何人！谁私信就拉黑谁！这样过两三个月事情就过去了……”——思兼神谈;;;;;;;0
30049;破坏性垦殖;红;;;;舍弃所有手牌，己方单体获得20点生命值;;;;;;;;;;多谢款待;;;;;;;0
30050;蓄势待发;金;;;;己方所有单位【封刃】，持续1回合，装填时间－2;;;;;;;;;;胜利已在眼前，此时更不可焦躁;;;;;;;0
30051;咒缚的黄金;金;;;;己方单体永久－9移动力，永久＋2攻击力;;;;;;;;;;“老妈你又擅自整理我房间了！我说了东西放哪我自己知道！收拾之后我都找不到了！！！”——法夫尼尔谈;;;;;;;0
30052;积层云;红;;;;己方全场覆盖迷雾;;;;;;;;;;黑暗不是永恒，但迟早会来;;;;;;;0
30053;耀斑;红;;;;解除敌方全场迷雾;;;;;;;;;;再沉重的黑暗中也可能出现破晓的光芒;;;;;;;0
30054;征伐号角;金;;;;敌方全体【清除】，所有单位永久＋1攻击力;;;;;;;;;;“哔啪啦噗！”“嗯？声音很奇怪，是堵住了吗？再吹一次试试。”“哔啪啦噗”;;;;;;;0
30055;雷瓦汀魔焰;红;;;;敌方全体【清除】，所有单位失去5点生命值;;;;;;;;;;燃烧吧，旧世界，替新世界让位吧！;;;;;;;0
30056;赤口之祝;金;;;;己方单体永久＋1移动力（若本回合已移动过的单位装填该卡，将无法移动）;;;;;;;;;;有舍必有得;;;;;;;0
30057;阻断强敌;金;;;;己方所有单位失去4点生命值，敌方所有单位装填时间＋3;;;;;;;;;;最好的防御就是进攻，最好的断后就是把追来的敌人全干掉;;;;;;;0
30058;危险警报;金;;;;指定区域覆盖迷雾;;;;;;;;;;明明只是想做咖喱而已……为什么会这样……;;;;;;;0
30059;破邪显正;金;;;;己方单体＋2攻击力，持续2回合;;;;;;;;;;最初的一击将开示胜利的终局;;;;;;;0
30099;逃脱之羽;金;;;;己方单体随机移动至迷雾区域（无迷雾时原地不动）;;;;;;;;;;;;;;;;;0
31001;先见之明;;;;;;;;;;;;;;;大事发生前皆有预兆。;;;;;;;
31002;吾即为光;;;;;;;;;;;;;;;才不是明星那种东西！是太阳啊！;;;;;;;
31004;死亡的赐福;;;;;;;;;;;;;;;平等便是死唯一的恩赐。;;;;;;;
31005;后见之明;;;;;;;;;;;;;;;写着不要打开往往更让人想要打开呢～;;;;;;;
31006;疯狂;;;;;;;;;;;;;;;“我是谁？这是哪里？诶？……还是这是我？谁是哪里？”;;;;;;;
31007;恨意扩散;;;;;;;;;;;;;;;“那家伙居然……明明是我先的……”;;;;;;;
31008;纯粹的爱;;;;;;;;;;;;;;;将爱不断精炼提纯，最终得到独占欲与嫉妒的毒汁。;;;;;;;
31009;潮汐的赐福;;;;;;;;;;;;;;;当然指的是盐，不然呢？;;;;;;;
31010;伊卡洛斯之陨;;;;;;;;;;;;;;;非常感谢你的应援，好的，下一位。;;;;;;;
32001;明光变易攻型;银;;;;;;;;;;;;;;;;;;;;;0
32002;明光变易命型;银;;;;;;;;;;;;;;;;;;;;;0
32003;明光变易速型;银;;;;;;;;;;;;;;;;;;;;;0
32005;启明星;银;;;;指定区域解除迷雾;;;;;;;;;;晨星，以神之长子的力量照亮世间;;;;;;;0
32333;荒芜之柱;金;;;;;;;;;;;;;;“远古的神坛，蕴含着无限的神力……很久之前是这样的……”;;;;;;;0
36001;残酷的爱;红;;;;秘术：当携带此秘术的单位离场时，己方所有单位获得10点生命值;;;;;;;;;;受益人为特定对象的保险;;;;;;;0
