StringKey,CN,JP,TEXT
costnoenought,行动点不够了～,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPController.cs(4855):				sc_insert.SetNotice(""行动点不够了～"");"
waitoppaction,不是你的回合，请等待对方行动～,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPController.cs(4873):				sc_insert.SetNotice(""不是你的回合，请等待对方行动～"");"
frogwontreview,己方没有附属神，场地迷雾不会自动恢复,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPController.cs(5115):					sc_insert.SetNotice(""己方没有附属神，场地迷雾不会自动恢复"");"
frogwontreview1,敌方没有附属神，场地迷雾不会自动恢复,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPController.cs(5137):					sc_insert.SetNotice(""敌方没有附属神，场地迷雾不会自动恢复"");"
reconnecting,重连中,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPInsert.cs(573):			tx_notice.text=""重连中"";"
reconnecting,重连中,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPInsert.cs(589):					tx_notice.text=""重连中"";"
roledie,该角色已经死亡...,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPPlaneCharacter.cs(135):				sc_controller.sc_insert.SetNotice(""该角色已经死亡..."");"
facetoomany,不要频繁发表情喔~~,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPPlaneExpress.cs(67):				sc_controller.sc_insert.SetNotice(""不要频繁发表情喔~~"");"
nouseopt,无效操作～,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPPlaneGround.cs(227):					controller.sc_insert.SetNotice(""无效操作～"",-500);"
thisturnusetime,本回合还可以使用次数：,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPPlaneSkill.cs(41):			tx_skill_num.text= ""本回合还可以使用次数：""+Mathf.Min(sc_controller.sc_self.num_skill_turn,sc_controller.sc_self.num_skill_battle).ToString();"
cannousemainskill,不能再使用主神技能了,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPPlaneSkill.cs(62):					sc_controller.sc_insert.SetNotice(""不能再使用主神技能了"");"
cannousemainskillthisturn,该回合不能再使用主神技能了,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPPlaneSkill.cs(69):					sc_controller.sc_insert.SetNotice(""该回合不能再使用主神技能了"");"
fieldposover,场地坐标溢出,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPPlayer.cs(439):								StNetworkController.GetInstance().SendLog(0,""-------场地坐标溢出"");"
fieldposover,场地坐标溢出,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPPlayer.cs(457):								StNetworkController.GetInstance().SendLog(0,""-------场地坐标溢出"");"
opponentpunish,您的对手正处于惩罚状态,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPTimer.cs(391):					sc_controller.sc_insert.SetNotice(""您的对手正处于惩罚状态"");"
cnstatement,这一段还有中文,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPTimer.cs(395):					sc_controller.sc_insert.SetNotice(""对方只有""+_timer.ToString()+""秒行动时间～"");"
punishthatneedaction,惩罚!请进行任意行动解除惩罚,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPTimer.cs(403):					sc_controller.sc_insert.SetNotice(""惩罚!请进行任意行动解除惩罚"");"
actionlefttime,还有{0}秒行动时间～,,"C:\SDSvn\BulletBible\Assets\Script\PVP\PVPTimer.cs(407):					sc_controller.sc_insert.SetNotice(""还有""+_timer.ToString()+""秒行动时间～"");"
chargefail4nothispayorder,充值失败:未查到支付订单,,"C:\SDSvn\BulletBible\Assets\Script\Recharge\RechargeController.cs(268):			StGame.GetInstance().ShowNotice(StGame.NoticeType.ERROR,""充值失败:未查到支付订单"");"
goldcount,梦晶{0}个,,"C:\SDSvn\BulletBible\Assets\Script\Recharge\RechargeItem.cs(110):				tx_infor.text=""梦晶 ""+tmp_gold.ToString()+""个"";"
canbuyonetimes,限购一次，充值获得{0}个,,"C:\SDSvn\BulletBible\Assets\Script\Recharge\RechargeItem.cs(119):					tx_introduction.text=""限购一次，充值获得 ""+StResource.GetInstance().GetDataCharge(_charge.id.ToString()).GetData( DataCharge.DataHeader.GOLD)+""个"";"
chargegetandadditionget,充值获得{0}个 赠送{1}个\n,,"C:\SDSvn\BulletBible\Assets\Script\Recharge\RechargeItem.cs(123):					tx_introduction.text=""充值获得 ""+StResource.GetInstance().GetDataCharge(_charge.id.ToString()).GetData( DataCharge.DataHeader.GOLD)+""个 + 赠送 ""+StResource.GetInstance().GetDataCharge(_charge.id.ToString()).GetData( DataCharge.DataHeader.GOLD_GIFT)+""个""+""\n"";"
firsttimechargeget,<color=#94feff>【首次充值】</color>赠送,,"C:\SDSvn\BulletBible\Assets\Script\Recharge\RechargeItem.cs(126):						tx_introduction.text+=""+ <color=#94feff>【首次充值】</color>赠送 ""+StResource.GetInstance().GetDataCharge(_charge.id.ToString()).GetData( DataCharge.DataHeader.GOLD_FIRST);"
back2login,是否登出游戏回到登录界面？,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StGame.cs(484):					StGame.GetInstance().ShowNotice( StGame.NoticeType.LOGOUT,""是否登出游戏回到登录界面？"");"
done,已完成,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StGame.cs(670):			ShowBar(StResource.GetInstance().GetDataTask(_message.user.task[0].cfgId.ToString()).GetData(DataTask.DataHeader.DESC)+""  已完成"",false);"
back2lastfield,上一场战斗尚未结束，是否回到战场？,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StGame.cs(822):					ShowNotice( NoticeType.REPK,""上一场战斗尚未结束，是否回到战场？"");"
invitefight,邀请对战。,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StGame.cs(854):				ShowNotice( NoticeType.INVITE,_message.args.fromUser.name+""邀请对战。"");"
opponentcancleinvite,对方取消了战斗邀请。,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StGame.cs(869):				ShowNotice(NoticeType.NOTICE,""对方取消了战斗邀请。"");"
fightfinishandback2main,战斗已结束，请返回主界面,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StGame.cs(915):				StGame.GetInstance().ShowNotice( StGame.NoticeType.MAINMENU,""战斗已结束，请返回主界面"");"
cardgroupnocompelete,出战卡组未完善，不可出战。,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StGame.cs(3487):					ShowNotice(NoticeType.ERROR,""出战卡组未完善，不可出战。"");"
choosefightcardgroup,请选择出战卡组。,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StGame.cs(3586):		ShowNotice(NoticeType.ERROR,""请选择出战卡组。"");"
netconnecterror,网络连接错误,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(249):				StGame.GetInstance().ShowNotice( StGame.NoticeType.RELOGIN,""网络连接错误"");"
netconnecterror,网络连接错误,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(281):				StGame.GetInstance().ShowNotice( StGame.NoticeType.RELOGIN,""网络连接错误"");"
warserverconnecterror,战斗服务器连接错误.,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(580):			StGame.GetInstance().ShowNotice( StGame.NoticeType.RELOGIN,""战斗服务器连接错误."");"
neterror,网络错误,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(672):			StGame.GetInstance().ShowNotice( StGame.NoticeType.RELOGIN,""网络错误"");"
neterrorandrelogin,网络错误，是否重新连接？,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(829):				tmp.result.msg=""网络错误,是否重新连接？"";"
neterrorandrelogin,网络错误，是否重新连接？,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(834):				StGame.GetInstance().ShowNotice( StGame.NoticeType.RECONNECT,""网络错误,是否重新连接？"");"
neterrorandrelogin,网络错误，是否重新连接？,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(863):					tmp.result.msg=""网络错误,是否重新连接？"";"
neterrorandrelogin,网络错误，是否重新连接？,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(868):					StGame.GetInstance().ShowNotice( StGame.NoticeType.RECONNECT,""网络错误,是否重新连接？"");"
neterrorandrelogin,网络错误，是否重新连接？,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(894):					tmp.result.msg=""网络错误,是否重新连接？"";"
timeoutandreconnect,请求超时，是否重新连接？,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(899):					StGame.GetInstance().ShowNotice(StGame.NoticeType.TIMEOUT,""请求超时，是否重新连接？"");"
neterrorandrelogin,网络错误，是否重新连接？,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(970):				tmp.result.msg=""网络错误,是否重新连接？"";"
neterrorandrelogin,网络错误，是否重新连接？,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(975):				StGame.GetInstance().ShowNotice( StGame.NoticeType.RECONNECT,""网络错误,是否重新连接？"");"
neterrorandrelogin,网络错误，是否重新连接？,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(1023):					tmp.result.msg=""网络错误,是否重新连接？"";"
neterrorandrelogin,网络错误，是否重新连接？,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(1028):					StGame.GetInstance().ShowNotice( StGame.NoticeType.RECONNECT,""网络错误,是否重新连接？"");"
netconnecterror,网络连接错误,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(1866):			StGame.GetInstance().ShowNotice(StGame.NoticeType.RELOGIN,""网络连接错误"");"
version,版本信息请求错误,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(1871):			StGame.GetInstance().ShowNotice(StGame.NoticeType.RELOGIN,""版本信息请求错误"");"
requesttimeout,请求超时，请重新连接。,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(1922):							StGame.GetInstance().ShowNotice( StGame.NoticeType.RELOGIN,""请求超时,请重新连接。"");"
requesttimeout,请求超时，请重新连接。,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(1931):			StGame.GetInstance().ShowNotice( StGame.NoticeType.RELOGIN,""请求超时,请重新连接。"");"
requesttimeout,请求超时，请重新连接。,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(1947):			StGame.GetInstance().ShowNotice( StGame.NoticeType.RELOGIN,""请求超时,请重新连接。"");"
netconnecterrortryreconnect,网络错误，请重新尝试连接。,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(1988):				StGame.GetInstance().ShowNotice( StGame.NoticeType.RECONNECT,""网络错误,请重新尝试连接。"");"
neterror,网络错误,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(1992):				StGame.GetInstance().ShowNotice( StGame.NoticeType.RELOGIN,""网络错误"");"
loginrequesterror,登录请求错误,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StNetworkController.cs(2051):			StGame.GetInstance().ShowNotice( StGame.NoticeType.RELOGIN,""登录请求错误"");"
noitemdata,没有物品数据,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(1838):			StNetworkController.GetInstance().SendLog(0,""-------没有物品数据""+_id);"
nomissiondata,没有任务数据,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(1852):			StNetworkController.GetInstance().SendLog(0,""-------没有任务数据""+_id);"
nostorydata,没有剧情数据,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(1880):			StNetworkController.GetInstance().SendLog(0,""-------没有剧情数据""+_id);"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(3448):					StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(3459):					StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(3489):					StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(3511):					StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(3521):					StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(3610):					StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(3632):					StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(3643):					StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(3666):					StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(3677):					StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(3736):				StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(3763):					StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
scenereaderror,场景读取错误,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(3821):			StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""场景读取错误"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(4847):			StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(4937):			StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(4945):			StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(5090):			StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
resourcefilereadfail,资源文件读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(5097):			StGame.GetInstance().ShowNotice( StGame.NoticeType.FILEERROR,""资源文件读取失败"");"
scenereadfail,场景读取失败,,"C:\SDSvn\BulletBible\Assets\Script\Singleton\StResource.cs(6292):			StGame.GetInstance().ShowNotice(StGame.NoticeType.FILEERROR,""场景读取失败"");"
updateresourceloading,更新资源下载中,,"C:\SDSvn\BulletBible\Assets\Script\Update\UpdateController.cs(83):						tx_ing.text=""更新资源下载中"";"
needdownloadresourcetips,此次更新需要下载<color=#acfff8>{0}</color>的资源\n推荐在WIFI环境下下载,,"C:\SDSvn\BulletBible\Assets\Script\Update\UpdateController.cs(214):			tx_notice.text=""持此更新需要下载<color=#acfff800>""+size_file+""</color>的资源\n推荐在WIFI环境下下载"";"
resourceupdateerror,资源更新错误，请重试,,"C:\SDSvn\BulletBible\Assets\Script\Update\UpdateController.cs(304):									StGame.GetInstance().ShowNotice( StGame.NoticeType.RECONNECT,""资源更新错误，请重试"");"
needdownloadresourcetips,此次更新需要下载<color=#acfff8>{0}M</color>的资源\n推荐在WIFI环境下下载,,"C:\SDSvn\BulletBible\Assets\Script\Update\UpdateController.cs(362):					tx_notice.text=""此次更新需要下载<color=#acfff8>""+  String.Format(""{0:F}"",size_file/1000000f) +""M</color>的资源\n推荐在WIFI环境下下载"";"
notenoughPVEticket,你没有足够的门票~,,"C:\SDSvn\BulletBible\Assets\Script\War\WarPVE.cs(156):				StGame.GetInstance().ShowNotice(StGame.NoticeType.ERROR,""你没有足够的门票~"");"
timelimitenterandcantimesplay,这里是限时开启的活动战区入口，一段时间内可以反复挑战。,,"C:\SDSvn\BulletBible\Assets\Script\War\WarPVEGuide.cs(82):				event_guide.Add(new GuideEvent( delegate(){ ShowDialog(""这里是限时开启的活动战区入口，一段时间内可以反复挑战。"");} ,delegate(){ event_guide[++idx_guide].Show(); } ));"
checkactivitiesruler,不同的活动有不同的规则，在【公告】或是第一次进入时仔细确认吧。,,"C:\SDSvn\BulletBible\Assets\Script\War\WarPVEGuide.cs(83):				event_guide.Add(new GuideEvent( delegate(){ ShowDialog(""不同的活动有不同的规则，在【公告】或是第一次进入时仔细确认吧。"");  },delegate(){"
open,开启,,"C:\SDSvn\BulletBible\Assets\Script\War\WarRankController.cs(185):							tx_lock.text=tmp_info[0]+""-""+tmp_info[1]+""开启"";"
thisseason,本赛季截止日期为:,,"C:\SDSvn\BulletBible\Assets\Script\War\WarRankController.cs(196):						tx_deadline.text= ""本赛季截止日期为:""+StGame.GetInstance().bp_app_info[i].value;"
rank2low,暂未记入排名,,"C:\SDSvn\BulletBible\Assets\Script\War\WarRankController.cs(229):				tx_rank.text= StGame.GetInstance().bp_rank.rank!=0? StGame.GetInstance().bp_rank.rank.ToString(): ""暂未记入排名"";"
rank2low,暂未记入排名,,"C:\SDSvn\BulletBible\Assets\Script\War\WarRankController.cs(260):			tx_rank.text= _rank.rank!=0? _rank.rank.ToString(): ""暂未记入排名"";"
storytips,这里是整个神界最混乱的区域，传说中的猛者们在这里进行着永无止境的战斗，虽然听说这个区域的最深处隐藏着秘宝，但要挑战的的话还是量力而为比较好,,"C:\SDSvn\BulletBible\Assets\Script\War\WarTianTiGuide.cs(83):			event_guide.Add(new GuideEvent( delegate(){ ShowDialog(""这里是整个神界最混乱的区域，传说中的猛者们在这里进行着永无止境的战斗，虽然听说这个区域的最深处隐藏着秘宝，但要挑战的的话还是量力而为比较好"");  },delegate(){"
noopen,暂未开放,,"C:\SDSvn\BulletBible\Assets\Script\War\WarTraining.cs(257):				StGame.GetInstance().ShowNotice( StGame.NoticeType.ERROR,""暂未开放"");"
matchresource,匹配资源中,,"C:\SDSvn\BulletBible\Assets\Editor\FindReference.cs(30):				bool isCancel = EditorUtility.DisplayCancelableProgressBar(""匹配资源中"", file, (float)startIndex / (float)files.Length);"
freeticket,通关后无需门票,,
optionbgm,音乐,,
optionsound,音效,,
optionvoice,语音,,
optiondubbingJP,日文配音,,
optiondubbingCH,中文配音(暂未开放),,
typebuy,使用梦晶进行购买,,
drawnotice,召唤券不足，是否购该卡池的召唤券？,,
author,画师,,
lockedcard,附属神未解锁,,
nobattlelog,还没有对战记录,,
havenot,未获得,,
deckunfull,卡组未满20张，无法出战,,
norankinfor,暂无天梯排名,,
rankupdate,天梯排名将每个整点进行刷新,,
nameinfor,长度请在<color=#ff9494>7</color>个汉字\n或<color=#ff9494>14</color>个英文字符之内,,
missiondone,没有更多可以完成的任务,,
searchinfor,搜索ID添加好友,,
updateinfor,完成下载时间会因网络环境而变动\n推荐在wifi环境下下载,,
updating,更新下载中,,
guidecardedit,将卡牌拖入此处,,
signinfor,累计登陆两天，可获得附属神【博德】，累计登陆到第七天，还能获得主神换装【天照-祭装】哦~机会只有一次，积极登录吧~,,
giveupinfor,是否放弃战斗?,,
boxempty,物品已经全部领取,,
giftcodeinfor,请输入兑换码：,,
goodlimit,已达购买上限,,
arenatipsinfo,消耗入场券进入活动，挑选随机生成的主神、附属神、卡牌组成新卡组，进行匹配对战，胜场越多奖励越丰厚。,,
arenafinishedinfo,本轮活动已经结束，期待您的下次参与。恭喜你获得以下奖励（奖励发放至礼物盒）,,
cardname,名称,,
skilltxt,技能,,
nofindclassifycard,没有找到符合分类的卡牌,,
carddesc,卡牌描述,,
refreshtxt,剩余刷新次数 ：,,
arenacardselecttips,在上方选择卡牌完成阵容,,
dragcardtips,拖动卡牌至此处进行卡牌添加,,
leavecardedittips,离开当前卡组编辑，所做的修改将不会保存!\n是否退出编辑?,,
cardgroupdefaultname,卡组名称,,
groupnameplaceholder,请输入卡组名称...,,
groupnamelimit,名称限制7个字符,,
rebuildtips,该卡为高品质的卡牌，拆解后该卡牌将消失\n确定要进行拆解吗？,,
sactips,存在高品质的卡牌，献祭后该卡牌将消失\n确定要进行献祭吗？,,
noticketsell,该种门票未能购买,,
noticedaily,每<size=10> </size>日<size=10> </size>24:00<size=10> </size>时<size=10> </size>刷<size=10> </size>新<size=10> </size>每<size=10> </size>日<size=10> </size>商<size=10> </size>品,,
newdaily,每日商品已更新,请重新刷新列表,,
noticePV,请将手机横置观看片头动画,,
comment1,对手掉线频繁,,
comment2,对手恶意拖延回合时间,,
comment3,对手恶意嘲讽,,
comment4,其他/填写,,
commentinput,请输入文本,,
LackOfChangeNameCard,改名卡不足，是否购买改名卡,,
IlegalName,您输入的名称包含非法字符，请再次尝试,,
HasSameName,您输入的名称已存在，请再次尝试,,
ChangeNameSucess,您的名称已成功修改为 : ,,
InputNewNickNamePlaceHolder,请输入新名字 ,,
LeftChangeCardTicketCount,剩余改名卡 : <color=#ff9494>{0}</color> 张\n 长度请在<color=#ff9494>7</color>个汉字或<color=#ff9494>14</color>个英文字符之内  ,,
NcikName2Long,名称超出了限制长度！请再次尝试,,
NilName,名称不能为空，请输入正确的名称长度,,
SameNameAsNow,输入了一个相同的名称，请再次尝试,,
GetInfor,超得召唤一名附属神需消耗一张{0},,
GetNotice,是否消耗一张{0}，召唤附属神{1},,
MonthLeft,剩余{0}天,,
MonthLeft30,剩余30天,,
AdvancedDraw,该卡池尚未开放，预售召唤卷现已上架，更多预售信息请前往道具商城查看。,,
LackOfPoint,您拥有的友情点不足，不可兑换该物品,,
NoticeCostPoint,是否消费{0}友情点购买[{1}]？,,
NoticeGetPoint,友情点+{0},,
NoticeMaxPoint,今日友情点获得已达上限,,
NoticeComment,您已成功举报{0},,
LackOfAPoint,您拥有的{0}不足，不可兑换该物品,,
NoticeCostAPoint,是否消费{0}[{1}]购买[{2}]？,,
Newarenafinishedinfo,恭喜您成功完成本次试炼，本次试炼您将获得以下奖励（奖励发放至礼物盒）。是否再来一局？累计获得结晶可兑换物品哦~
